segment_id,road_name,mean_elevation_m,elev_range_m,mean_slope_deg,max_slope_deg,std_slope_deg,mean_curvature,terrain_roughness,stream_proximity_pct,n_pairs,mean_disp_mm,disp_trend_mm_per_month,disp_std_mm,mean_coherence,max_disp_mm,min_disp_mm,rock_class,rocktype1,unit_name,AADT_2022,truck_pct,truck_AADT,data_source,rock_risk_score,geology_enc,landcover_enc,known_unstable,rf_prob,risk_score,risk_category
73,I-40,462.5,73.7,3.68,7.75,1.84,0.0005,12.63,11.0,35,0.256,-0.0728,62.854,0.616,136.387,-154.305,clastic_sedimentary,shale,"Crooked Fork Group, including Wartburg Sandstone, Glenmary Shale, Coalfield Sandstone, Burnt Mill Shale, Crossville Sandstone, Dorton Shale",53845,29.9,16099,FHWA_HPMS_2022,3,1,2,0,0.0,0.1664,Low
74,I-40,457.1,76.5,3.99,9.59,2.03,-0.0049,14.52,10.8,35,0.542,-0.118,63.949,0.526,140.389,-154.099,clastic_sedimentary,shale,"Crooked Fork Group, including Wartburg Sandstone, Glenmary Shale, Coalfield Sandstone, Burnt Mill Shale, Crossville Sandstone, Dorton Shale",60759,28.5,17316,FHWA_HPMS_2022,3,1,2,0,0.0,0.185,Low
75,I-40,473.1,95.2,3.43,9.59,2.35,-0.0055,12.91,10.7,35,1.217,-0.1583,65.155,0.518,139.142,-153.142,clastic_sedimentary,shale,"Crooked Fork Group, including Wartburg Sandstone, Glenmary Shale, Coalfield Sandstone, Burnt Mill Shale, Crossville Sandstone, Dorton Shale",42682,26.9,11481,FHWA_HPMS_2022,3,1,2,0,0.0033333333333333335,0.1719,Low
76,I-40,505.8,103.2,4.97,14.91,3.85,0.0123,17.46,10.8,35,1.749,-0.2015,65.339,0.527,133.196,-151.794,clastic_sedimentary,conglomerate,"Crab Orchard Mountains Group, including Rockcastle Conglomerate, Vandever Formation, Newton Sandstone, Whitwell Shale, and Sewanee Conglomerate",57550,30.3,17437,FHWA_HPMS_2022,3,1,2,0,0.009942087542087542,0.2208,Low
77,I-40,523.6,102.3,6.17,15.22,3.63,0.0156,20.76,10.7,35,2.107,-0.2148,65.796,0.539,137.856,-153.103,clastic_sedimentary,shale,"Crooked Fork Group, including Wartburg Sandstone, Glenmary Shale, Coalfield Sandstone, Burnt Mill Shale, Crossville Sandstone, Dorton Shale",54376,28.2,15334,FHWA_HPMS_2022,3,1,2,0,0.01648880999675979,0.2332,Low
78,I-40,512.5,89.7,3.56,8.37,2.43,-0.0028,12.78,10.8,35,2.158,-0.2221,67.397,0.545,152.511,-157.367,clastic_sedimentary,shale,"Crooked Fork Group, including Wartburg Sandstone, Glenmary Shale, Coalfield Sandstone, Burnt Mill Shale, Crossville Sandstone, Dorton Shale",52708,29.8,15706,FHWA_HPMS_2022,3,1,2,0,0.0,0.2028,Low
79,I-40,500.1,64.5,3.07,10.05,2.35,0.0047,12.58,10.7,35,2.468,-0.2654,68.714,0.516,159.141,-156.127,clastic_sedimentary,conglomerate,"Crab Orchard Mountains Group, including Rockcastle Conglomerate, Vandever Formation, Newton Sandstone, Whitwell Shale, and Sewanee Conglomerate",54396,28.1,15285,FHWA_HPMS_2022,3,1,2,0,0.013333333333333334,0.2081,Low
80,I-40,476.2,144.5,6.07,20.19,4.58,0.0169,23.0,10.8,35,2.787,-0.2576,69.545,0.469,158.202,-149.477,clastic_sedimentary,shale,"Crooked Fork Group, including Wartburg Sandstone, Glenmary Shale, Coalfield Sandstone, Burnt Mill Shale, Crossville Sandstone, Dorton Shale",45413,31.1,14123,FHWA_HPMS_2022,3,1,2,0,0.19599021242318732,0.309,Moderate
81,I-40,457.5,132.7,7.33,20.19,4.71,0.0265,27.03,10.8,35,2.974,-0.2873,70.215,0.422,159.348,-153.785,clastic_sedimentary,shale,"Crooked Fork Group, including Wartburg Sandstone, Glenmary Shale, Coalfield Sandstone, Burnt Mill Shale, Crossville Sandstone, Dorton Shale",53051,30.6,16233,FHWA_HPMS_2022,3,1,2,1,0.8491239249999649,0.5612,High
82,I-40,465.3,185.8,7.06,18.1,3.99,-0.0014,25.5,10.8,35,2.528,-0.2805,71.457,0.423,160.607,-173.342,clastic_sedimentary,shale,"Crooked Fork Group, including Wartburg Sandstone, Glenmary Shale, Coalfield Sandstone, Burnt Mill Shale, Crossville Sandstone, Dorton Shale",55542,27.6,15329,FHWA_HPMS_2022,3,1,2,1,0.8618740188994999,0.5656,High
83,I-40,499.6,138.7,6.37,15.3,3.72,-0.0047,22.86,11.0,35,2.199,-0.2753,71.79,0.441,160.819,-178.01,clastic_sedimentary,shale,"Crooked Fork Group, including Wartburg Sandstone, Glenmary Shale, Coalfield Sandstone, Burnt Mill Shale, Crossville Sandstone, Dorton Shale",60384,29.5,17813,FHWA_HPMS_2022,3,1,2,1,0.7188633504545269,0.5043,High
84,I-40,529.3,82.3,4.5,12.47,3.02,0.0,16.06,10.8,35,2.3,-0.3253,70.554,0.451,153.724,-170.028,clastic_sedimentary,shale,"Crooked Fork Group, including Wartburg Sandstone, Glenmary Shale, Coalfield Sandstone, Burnt Mill Shale, Crossville Sandstone, Dorton Shale",51761,29.0,15010,FHWA_HPMS_2022,3,1,2,0,0.02,0.2238,Low
85,I-40,549.8,78.3,3.77,8.26,1.86,0.0056,13.13,10.5,35,2.468,-0.3292,70.376,0.455,154.501,-166.23,clastic_sedimentary,shale,"Crooked Fork Group, including Wartburg Sandstone, Glenmary Shale, Coalfield Sandstone, Burnt Mill Shale, Crossville Sandstone, Dorton Shale",50507,30.1,15202,FHWA_HPMS_2022,3,1,2,0,0.01,0.214,Low
86,I-40,573.6,60.5,3.29,8.26,1.84,0.0138,11.66,10.7,35,2.17,-0.3264,70.033,0.495,161.069,-165.921,clastic_sedimentary,shale,"Crooked Fork Group, including Wartburg Sandstone, Glenmary Shale, Coalfield Sandstone, Burnt Mill Shale, Crossville Sandstone, Dorton Shale",51832,26.6,13787,FHWA_HPMS_2022,3,1,2,0,0.01,0.201,Low
87,I-40,564.5,79.3,3.37,10.2,1.8,0.0071,11.84,10.8,35,1.763,-0.3226,70.08,0.518,162.623,-171.721,clastic_sedimentary,shale,"Crooked Fork Group, including Wartburg Sandstone, Glenmary Shale, Coalfield Sandstone, Burnt Mill Shale, Crossville Sandstone, Dorton Shale",57954,29.0,16806,FHWA_HPMS_2022,3,1,2,0,0.052627257799671597,0.2236,Low
88,I-40,523.1,136.5,5.09,13.04,2.66,0.0032,17.99,10.4,35,1.851,-0.2635,70.389,0.479,162.711,-171.576,clastic_sedimentary,shale,"Crooked Fork Group, including Wartburg Sandstone, Glenmary Shale, Coalfield Sandstone, Burnt Mill Shale, Crossville Sandstone, Dorton Shale",55420,29.6,16404,FHWA_HPMS_2022,3,1,2,0,0.08547771653890562,0.257,Moderate
89,I-40,492.7,83.7,5.39,13.04,2.7,-0.0178,19.19,10.5,35,1.81,-0.1766,70.43,0.47,167.243,-159.842,clastic_sedimentary,shale,"Crooked Fork Group, including Wartburg Sandstone, Glenmary Shale, Coalfield Sandstone, Burnt Mill Shale, Crossville Sandstone, Dorton Shale",51711,25.4,13134,FHWA_HPMS_2022,3,1,2,0,0.056702531535817564,0.2285,Low
90,I-40,503.0,107.6,4.55,11.64,2.39,-0.0145,16.43,10.7,35,2.07,-0.2612,70.575,0.496,170.151,-151.125,clastic_sedimentary,shale,"Crooked Fork Group, including Wartburg Sandstone, Glenmary Shale, Coalfield Sandstone, Burnt Mill Shale, Crossville Sandstone, Dorton Shale",56217,26.2,14728,FHWA_HPMS_2022,3,1,2,0,0.07308357930384535,0.2442,Low
91,I-40,544.2,173.3,5.91,12.55,3.43,-0.0127,21.31,10.7,35,2.71,-0.3905,69.358,0.475,166.264,-146.099,clastic_sedimentary,conglomerate,"Crab Orchard Mountains Group, including Rockcastle Conglomerate, Vandever Formation, Newton Sandstone, Whitwell Shale, and Sewanee Conglomerate",54419,24.9,13550,FHWA_HPMS_2022,3,1,2,1,0.7378365838143758,0.5117,High
92,I-40,608.6,149.0,6.34,12.55,3.36,0.0104,22.83,10.8,35,2.856,-0.4044,68.584,0.49,159.357,-146.531,clastic_sedimentary,conglomerate,"Crab Orchard Mountains Group, including Rockcastle Conglomerate, Vandever Formation, Newton Sandstone, Whitwell Shale, and Sewanee Conglomerate",58184,27.6,16058,FHWA_HPMS_2022,3,1,1,1,0.7524622770511668,0.5265,High
93,I-40,625.9,113.0,6.35,13.81,3.23,0.0164,22.02,10.7,35,2.269,-0.3439,69.594,0.474,154.781,-153.249,clastic_sedimentary,conglomerate,"Crab Orchard Mountains Group, including Rockcastle Conglomerate, Vandever Formation, Newton Sandstone, Whitwell Shale, and Sewanee Conglomerate",50967,29.1,14831,FHWA_HPMS_2022,3,1,1,0,0.09575781743253464,0.2713,Moderate
94,I-40,590.3,124.3,7.09,13.81,2.49,-0.0152,22.99,10.8,35,1.967,-0.2807,70.889,0.477,156.5,-164.502,clastic_sedimentary,conglomerate,"Crab Orchard Mountains Group, including Rockcastle Conglomerate, Vandever Formation, Newton Sandstone, Whitwell Shale, and Sewanee Conglomerate",52584,30.3,15932,FHWA_HPMS_2022,3,1,2,0,0.13781054686014924,0.2896,Moderate
95,I-40,547.2,152.1,6.11,11.41,2.06,0.0123,20.85,11.0,35,2.361,-0.2662,71.97,0.476,155.783,-174.715,clastic_sedimentary,conglomerate,"Crab Orchard Mountains Group, including Rockcastle Conglomerate, Vandever Formation, Newton Sandstone, Whitwell Shale, and Sewanee Conglomerate",52306,28.1,14697,FHWA_HPMS_2022,3,1,2,0,0.07587776164452906,0.2679,Moderate
96,I-40,490.1,123.3,4.9,11.41,1.88,0.0123,17.56,10.5,35,2.53,-0.2339,73.217,0.442,155.788,-179.759,clastic_sedimentary,conglomerate,"Crab Orchard Mountains Group, including Rockcastle Conglomerate, Vandever Formation, Newton Sandstone, Whitwell Shale, and Sewanee Conglomerate",45028,30.4,13688,FHWA_HPMS_2022,3,1,2,0,0.015785940509667657,0.2256,Low
97,I-40,444.8,96.4,3.83,6.44,1.33,-0.002,13.39,10.5,35,2.506,-0.2221,75.439,0.478,159.321,-185.59,clastic_sedimentary,conglomerate,"Crab Orchard Mountains Group, including Rockcastle Conglomerate, Vandever Formation, Newton Sandstone, Whitwell Shale, and Sewanee Conglomerate",52208,25.9,13521,FHWA_HPMS_2022,3,1,2,0,0.006666666666666667,0.2131,Low
98,I-40,420.1,95.1,4.26,8.56,1.96,0.001,14.52,10.5,35,2.584,-0.2376,77.484,0.465,160.588,-184.401,clastic_sedimentary,shale,"Crooked Fork Group, including Wartburg Sandstone, Glenmary Shale, Coalfield Sandstone, Burnt Mill Shale, Crossville Sandstone, Dorton Shale",52065,25.4,13224,FHWA_HPMS_2022,3,1,2,0,0.006666666666666667,0.2187,Low
99,I-40,395.5,106.4,5.46,8.73,2.08,-0.0015,18.99,10.5,35,2.475,-0.2557,77.973,0.41,161.241,-180.987,clastic_sedimentary,shale,"Crooked Fork Group, including Wartburg Sandstone, Glenmary Shale, Coalfield Sandstone, Burnt Mill Shale, Crossville Sandstone, Dorton Shale",51020,27.9,14234,FHWA_HPMS_2022,3,1,2,0,0.08321407443452833,0.2594,Moderate
100,I-40,361.3,130.6,7.01,17.05,3.79,-0.0027,24.37,10.5,35,2.754,-0.1869,78.889,0.382,164.337,-188.634,clastic_sedimentary,shale,"Crooked Fork Group, including Wartburg Sandstone, Glenmary Shale, Coalfield Sandstone, Burnt Mill Shale, Crossville Sandstone, Dorton Shale",50042,28.6,14312,FHWA_HPMS_2022,3,1,2,1,0.7448443057279065,0.5103,High
101,I-40,339.0,106.6,7.34,17.05,3.87,0.007,24.62,10.7,35,2.875,-0.2033,78.985,0.405,165.257,-193.905,clastic_sedimentary,shale,"Crooked Fork Group, including Wartburg Sandstone, Glenmary Shale, Coalfield Sandstone, Burnt Mill Shale, Crossville Sandstone, Dorton Shale",45225,28.0,12663,FHWA_HPMS_2022,3,1,2,0,0.22225560338082967,0.3214,Moderate
102,I-40,335.8,108.5,6.46,16.08,3.13,0.0177,22.23,10.4,35,2.678,-0.2447,79.166,0.456,166.484,-190.575,clastic_sedimentary,shale,"Crooked Fork Group, including Wartburg Sandstone, Glenmary Shale, Coalfield Sandstone, Burnt Mill Shale, Crossville Sandstone, Dorton Shale",49283,24.9,12271,FHWA_HPMS_2022,3,1,2,0,0.09130480935935022,0.2701,Moderate
103,I-40,352.2,141.4,7.34,13.43,2.83,-0.0004,24.48,10.4,35,2.468,-0.2227,79.629,0.495,165.102,-187.808,clastic_sedimentary,shale,"Crooked Fork Group, including Wartburg Sandstone, Glenmary Shale, Coalfield Sandstone, Burnt Mill Shale, Crossville Sandstone, Dorton Shale",49601,27.9,13838,FHWA_HPMS_2022,3,1,2,0,0.24292368227706457,0.335,Moderate
104,I-40,401.8,139.3,6.1,13.35,3.53,0.0087,22.56,11.0,35,2.433,-0.2721,78.946,0.5,159.376,-184.905,clastic_sedimentary,shale,"Crooked Fork Group, including Wartburg Sandstone, Glenmary Shale, Coalfield Sandstone, Burnt Mill Shale, Crossville Sandstone, Dorton Shale",47726,26.0,12408,FHWA_HPMS_2022,3,1,2,0,0.12042629866724383,0.2803,Moderate
105,I-40,411.9,128.9,6.71,15.14,4.17,0.0297,24.48,11.0,35,2.858,-0.3014,78.706,0.442,157.661,-179.711,clastic_sedimentary,shale,"Crooked Fork Group, including Wartburg Sandstone, Glenmary Shale, Coalfield Sandstone, Burnt Mill Shale, Crossville Sandstone, Dorton Shale",50341,29.0,14598,FHWA_HPMS_2022,3,1,2,1,0.766173108486341,0.5232,High
106,I-40,354.4,202.3,8.89,18.88,4.11,0.0096,31.09,10.8,35,3.015,-0.2004,80.261,0.412,162.057,-177.895,clastic_sedimentary,shale,"Crooked Fork Group, including Wartburg Sandstone, Glenmary Shale, Coalfield Sandstone, Burnt Mill Shale, Crossville Sandstone, Dorton Shale",52648,28.5,15004,FHWA_HPMS_2022,3,1,2,1,0.9344951212553995,0.6147,High
107,I-40,301.8,177.6,9.12,18.88,3.67,-0.0022,31.45,10.8,35,2.88,-0.1834,81.644,0.444,169.265,-176.734,clastic_sedimentary,shale,"Crooked Fork Group, including Wartburg Sandstone, Glenmary Shale, Coalfield Sandstone, Burnt Mill Shale, Crossville Sandstone, Dorton Shale",58695,26.6,15612,FHWA_HPMS_2022,3,1,2,1,0.9239766045383743,0.6125,High
108,I-40,296.4,134.1,8.01,16.12,3.38,-0.0148,27.14,10.8,35,3.091,-0.2888,82.329,0.464,174.992,-179.312,clastic_sedimentary,shale,"Crooked Fork Group, including Wartburg Sandstone, Glenmary Shale, Coalfield Sandstone, Burnt Mill Shale, Crossville Sandstone, Dorton Shale",51712,27.2,14065,FHWA_HPMS_2022,3,1,0,1,0.8788599858556836,0.5783,High
109,I-40,313.8,96.5,6.55,14.47,2.89,0.018,21.49,10.8,35,3.083,-0.2252,81.788,0.44,175.439,-175.607,clastic_sedimentary,shale,"Crooked Fork Group, including Wartburg Sandstone, Glenmary Shale, Coalfield Sandstone, Burnt Mill Shale, Crossville Sandstone, Dorton Shale",52050,26.4,13741,FHWA_HPMS_2022,3,1,2,0,0.2092915003363092,0.3198,Moderate
110,I-40,323.9,75.1,4.43,10.31,2.3,0.0074,15.77,10.5,35,2.362,-0.0923,80.313,0.449,173.792,-165.888,clastic_sedimentary,shale,"Crooked Fork Group, including Wartburg Sandstone, Glenmary Shale, Coalfield Sandstone, Burnt Mill Shale, Crossville Sandstone, Dorton Shale",50696,27.9,14144,FHWA_HPMS_2022,3,1,2,0,0.05612113294541349,0.2271,Low
111,I-40,335.0,60.5,3.69,8.66,1.89,-0.0072,13.91,10.7,35,1.935,-0.1052,78.6,0.494,167.826,-154.594,clastic_sedimentary,conglomerate,"Crab Orchard Mountains Group, including Rockcastle Conglomerate, Vandever Formation, Newton Sandstone, Whitwell Shale, and Sewanee Conglomerate",43171,29.4,12692,FHWA_HPMS_2022,3,1,2,0,0.02,0.191,Low
112,I-40,352.2,80.3,5.09,11.62,2.38,-0.0108,17.42,10.8,35,2.932,-0.1971,76.609,0.493,156.194,-144.656,clastic_sedimentary,sandstone,"Gizzard Group, including Signal Point Shale, Warren Point Sandstone, and Raccoon Mountain Formation",50891,26.5,13486,FHWA_HPMS_2022,3,1,2,0,0.023290813804014637,0.2322,Low
113,I-40,361.3,173.7,9.0,22.91,5.48,-0.0327,32.05,10.5,35,3.567,-0.2266,76.763,0.454,155.274,-141.99,clastic_sedimentary,shale,Pennington Formation,51245,28.8,14758,FHWA_HPMS_2022,3,1,2,1,0.855655249206225,0.59,High
114,I-40,378.4,258.6,13.98,25.96,6.33,-0.003,49.25,10.7,35,3.52,-0.291,77.53,0.406,160.943,-153.636,clastic_sedimentary,shale,Pennington Formation,61050,27.2,16605,FHWA_HPMS_2022,3,1,2,1,0.9832552225249772,0.7094,High
115,I-40,364.3,254.6,14.75,25.96,6.68,0.0299,52.61,10.7,35,3.27,-0.2995,77.027,0.393,163.286,-160.425,clastic_sedimentary,shale,Pennington Formation,50215,26.8,13457,FHWA_HPMS_2022,3,1,2,1,0.9966666666666667,0.7042,High
116,I-40,296.3,236.9,9.69,24.39,7.03,-0.0088,35.97,10.5,35,3.406,-0.2412,77.312,0.486,168.411,-164.337,clastic_sedimentary,shale,Pennington Formation,52230,27.8,14519,FHWA_HPMS_2022,3,1,0,1,0.9612479100193083,0.6447,High
117,I-40,253.5,100.2,6.25,19.96,4.23,-0.0247,24.1,10.7,35,3.867,-0.2247,78.339,0.524,173.398,-169.763,clastic_sedimentary,shale,Pennington Formation,50858,26.4,13426,FHWA_HPMS_2022,3,1,0,1,0.7642532121641522,0.5242,High
118,I-40,257.5,93.7,6.22,15.98,3.63,-0.0146,23.43,10.7,35,4.211,-0.2195,78.483,0.522,172.584,-169.65,clastic_sedimentary,shale,Pennington Formation,46231,27.2,12574,FHWA_HPMS_2022,3,1,0,0,0.310153351363273,0.3628,Moderate
119,I-40,261.7,89.2,6.61,15.98,3.57,-0.0413,25.55,10.7,35,4.442,-0.214,79.164,0.51,167.422,-165.845,carbonate,shale,"Conasauga Group, including Maynardville Limestone, Nolichucky Shale, the Maryville, Rogersville, and Rutledge Formations, Pumpkin Valley Shale, Rome Formation, and Shady Dolomite",52388,26.2,13725,FHWA_HPMS_2022,2,0,0,1,0.8540864698992133,0.5406,High
120,I-40,260.7,91.3,6.05,19.61,3.81,-0.013,22.99,10.8,35,4.637,-0.1981,79.915,0.491,168.822,-163.889,clastic_sedimentary,shale,Rome Formation,50887,30.9,15724,FHWA_HPMS_2022,3,1,0,1,0.9180426812544825,0.5884,High
121,I-40,268.6,100.7,5.81,13.87,3.03,-0.0093,21.65,10.8,35,4.734,-0.1982,80.766,0.509,166.081,-165.47,clastic_sedimentary,shale,Rome Formation,51037,28.1,14341,FHWA_HPMS_2022,3,1,0,1,0.9082710785949447,0.5833,High
122,I-40,288.6,103.8,5.64,10.93,2.45,-0.0003,20.78,10.8,35,4.352,-0.2116,82.274,0.495,165.778,-165.627,clastic_sedimentary,shale,Rome Formation,44507,27.0,12016,FHWA_HPMS_2022,3,1,0,1,0.7211893782461505,0.5031,High
123,I-40,296.3,92.1,5.66,11.68,2.44,0.0107,19.97,10.7,35,4.616,-0.2835,82.739,0.438,167.166,-161.698,clastic_sedimentary,shale,"Nolichucky Shale, and Maryville, Rogersville, and Rutledge Formations, and Pumpkin Valley Shale",53386,28.3,15108,FHWA_HPMS_2022,3,1,0,1,0.8907260110419558,0.5792,High
124,I-40,272.4,111.4,4.05,10.17,2.52,-0.0014,15.32,10.5,35,5.337,-0.3453,82.085,0.455,168.634,-158.942,clastic_sedimentary,shale,Rome Formation,42616,27.8,11847,FHWA_HPMS_2022,3,1,0,1,0.7819012028336656,0.5287,High
125,I-40,253.1,96.6,3.78,13.91,3.05,0.0017,14.53,10.7,35,5.438,-0.3326,81.786,0.527,165.98,-160.742,clastic_sedimentary,shale,Rome Formation,50253,27.7,13920,FHWA_HPMS_2022,3,1,0,1,0.7878364550119217,0.5363,High
126,I-40,254.9,100.7,5.25,13.91,3.62,0.0102,19.07,10.7,35,4.75,-0.2703,82.569,0.537,162.501,-159.072,carbonate,shale,Rome Formation,56411,28.9,16302,FHWA_HPMS_2022,2,0,0,1,0.8809805865794024,0.5529,High
127,I-40,251.8,102.0,5.72,14.69,4.0,-0.0107,21.57,10.7,35,4.701,-0.2679,83.943,0.533,168.83,-170.908,carbonate,shale,"Knox Group, including Newala Formation, Mascot Dolomite, Kingsport Formation, Longview Dolomite, Chepultepec Dolomite, and Copper Ridge Dolomite",44196,29.1,12861,FHWA_HPMS_2022,2,0,0,1,0.9064931012412106,0.5517,High
128,I-40,276.2,131.7,6.49,15.43,3.89,0.0087,23.45,10.8,35,5.183,-0.2826,84.827,0.506,172.625,-172.724,carbonate,limestone,"Knox Group, including Newala Formation, Mascot Dolomite, Kingsport Formation, Longview Dolomite, Chepultepec Dolomite, and Copper Ridge Dolomite",45825,27.2,12464,FHWA_HPMS_2022,2,0,0,1,0.8593114940482728,0.5551,High
129,I-40,297.0,108.9,6.68,13.4,2.75,0.0218,23.1,10.8,35,4.774,-0.2585,85.026,0.414,168.293,-170.615,carbonate,limestone,"Knox Group, including Newala Formation, Mascot Dolomite, Kingsport Formation, Longview Dolomite, Chepultepec Dolomite, and Copper Ridge Dolomite",48382,27.1,13111,FHWA_HPMS_2022,2,0,0,1,0.8415542631684926,0.5421,High
130,I-40,269.0,116.5,4.06,10.77,2.25,0.0054,15.32,10.7,35,4.625,-0.2482,84.402,0.413,166.288,-170.34,carbonate,dolostone (dolomite),"Knox Group, including Newala Formation, Mascot Dolomite, Kingsport Formation, Longview Dolomite, Chepultepec Dolomite, and Copper Ridge Dolomite",46066,27.6,12714,FHWA_HPMS_2022,2,0,0,0,0.2278338057448623,0.2998,Moderate
131,I-40,246.9,52.0,3.35,14.94,2.73,-0.0217,13.64,10.4,35,4.149,-0.2292,83.713,0.473,165.971,-168.31,carbonate,limestone,"Knox Group, including Newala Formation, Mascot Dolomite, Kingsport Formation, Longview Dolomite, Chepultepec Dolomite, and Copper Ridge Dolomite",42045,24.5,10301,FHWA_HPMS_2022,2,0,0,0,0.04666666666666667,0.2048,Low
132,I-40,257.8,90.9,4.44,16.08,3.76,-0.0177,17.36,10.5,35,3.617,-0.2097,83.779,0.491,162.955,-164.614,carbonate,limestone,"Chickamauga Group, includes Upper part of Chickamauga Group (Reedsville Shale, and Unnamed limestone unit) and Middle and Lower part of Chickamauga Group (Moccasin Formation, Bays Formation, Ottosee Shale, Holston Formation, Lenoir Limestone, Athens Shale, and Sevier Shale)",48263,25.7,12403,FHWA_HPMS_2022,2,0,0,0,0.10691977203154032,0.2426,Low
133,I-40,281.3,95.6,5.57,13.66,3.02,0.0087,20.36,10.8,35,3.584,-0.1514,84.389,0.421,158.49,-159.185,carbonate,limestone,"Chickamauga Group, includes Upper part of Chickamauga Group (Reedsville Shale, and Unnamed limestone unit) and Middle and Lower part of Chickamauga Group (Moccasin Formation, Bays Formation, Ottosee Shale, Holston Formation, Lenoir Limestone, Athens Shale, and Sevier Shale)",43920,30.1,13219,FHWA_HPMS_2022,2,0,0,0,0.07560353653705555,0.237,Low
134,I-40,284.3,83.9,4.67,12.58,2.38,-0.001,17.45,10.7,35,4.295,-0.1969,83.318,0.398,153.899,-155.779,carbonate,shale,"Chickamauga Group, includes Upper part of Chickamauga Group (Reedsville Shale, and Unnamed limestone unit) and Middle and Lower part of Chickamauga Group (Moccasin Formation, Bays Formation, Ottosee Shale, Holston Formation, Lenoir Limestone, Athens Shale, and Sevier Shale)",49818,30.5,15194,FHWA_HPMS_2022,2,0,0,0,0.09641428866980283,0.2539,Moderate
135,I-40,283.5,83.9,4.15,10.18,2.15,0.0024,15.23,10.8,35,5.215,-0.3378,82.075,0.444,151.171,-152.118,carbonate,shale,"Nolichucky Shale, and Maryville, Rogersville, and Rutledge Formations, and Pumpkin Valley Shale",44469,27.6,12273,FHWA_HPMS_2022,2,0,0,0,0.18618729096989967,0.2896,Moderate
136,I-40,299.0,105.0,4.84,10.18,2.39,0.0172,17.29,11.1,35,5.611,-0.3666,82.728,0.42,167.68,-149.708,carbonate,shale,"Nolichucky Shale, and Maryville, Rogersville, and Rutledge Formations, and Pumpkin Valley Shale",53951,28.9,15591,FHWA_HPMS_2022,2,0,0,1,0.8895773726535746,0.5658,High
137,I-40,296.7,101.6,4.81,11.37,2.87,0.0081,18.03,10.7,35,5.502,-0.3639,83.581,0.452,177.478,-147.598,carbonate,shale,"Nolichucky Shale, and Maryville, Rogersville, and Rutledge Formations, and Pumpkin Valley Shale",44992,28.5,12822,FHWA_HPMS_2022,2,0,0,1,0.928159123214388,0.5663,High
138,I-40,302.1,74.6,4.53,11.37,2.74,-0.002,16.67,10.3,35,5.378,-0.4006,84.1,0.492,180.356,-150.917,carbonate,shale,"Nolichucky Shale, and Maryville, Rogersville, and Rutledge Formations, and Pumpkin Valley Shale",46763,32.6,15244,FHWA_HPMS_2022,2,0,2,1,0.9020278021072285,0.5551,High
139,I-40,312.0,74.9,4.9,10.57,2.38,0.0082,17.48,10.5,35,4.976,-0.3768,84.088,0.404,175.892,-158.48,carbonate,limestone,"Nolichucky Shale, and Maryville, Rogersville, and Rutledge Formations, and Pumpkin Valley Shale",51123,29.7,15183,FHWA_HPMS_2022,2,0,2,1,0.8583596318579297,0.5395,High
140,I-40,296.8,99.8,5.23,10.86,2.41,0.0024,18.59,10.5,35,3.657,-0.245,83.22,0.386,159.45,-165.852,carbonate,limestone,"Nolichucky Shale, and Maryville, Rogersville, and Rutledge Formations, and Pumpkin Valley Shale",43273,27.8,12029,FHWA_HPMS_2022,2,0,0,0,0.09421594577125844,0.2426,Low
141,I-40,278.7,97.8,5.62,13.97,3.27,0.0196,20.76,10.7,35,2.656,-0.1752,83.675,0.422,147.41,-170.116,carbonate,shale,"Nolichucky Shale, and Maryville, Rogersville, and Rutledge Formations, and Pumpkin Valley Shale",48873,26.6,13000,FHWA_HPMS_2022,2,0,0,0,0.05339915694182968,0.2216,Low
142,I-40,276.5,99.5,6.14,13.97,3.8,0.0088,22.66,11.0,35,2.978,-0.1361,84.48,0.409,153.834,-167.854,carbonate,shale,"Nolichucky Shale, and Maryville, Rogersville, and Rutledge Formations, and Pumpkin Valley Shale",53019,25.6,13572,FHWA_HPMS_2022,2,0,0,0,0.06322499370118417,0.2379,Low
143,I-40,266.7,99.5,4.71,12.38,3.73,0.0036,16.43,21.6,35,3.412,-0.1656,85.616,0.366,164.589,-168.603,carbonate,limestone,"Nolichucky Shale, and Maryville, Rogersville, and Rutledge Formations, and Pumpkin Valley Shale",37470,28.3,10604,FHWA_HPMS_2022,2,0,0,0,0.04,0.2051,Low
144,I-40,248.8,31.3,2.36,7.87,1.72,-0.0082,9.88,43.2,35,3.366,-0.2746,85.568,0.341,165.472,-169.837,carbonate,limestone,"Nolichucky Shale, and Maryville, Rogersville, and Rutledge Formations, and Pumpkin Valley Shale",43635,26.9,11737,FHWA_HPMS_2022,2,0,0,0,0.013333333333333334,0.1753,Low
145,I-40,254.3,46.5,3.28,7.71,1.86,-0.0023,11.67,34.7,35,3.132,-0.295,85.477,0.351,170.696,-166.665,carbonate,shale,"Nolichucky Shale, and Maryville, Rogersville, and Rutledge Formations, and Pumpkin Valley Shale",43893,25.9,11368,FHWA_HPMS_2022,2,0,0,0,0.03666666666666667,0.1902,Low
146,I-40,262.8,60.1,4.3,7.71,1.58,0.0011,14.73,18.7,35,2.748,-0.1458,86.743,0.418,180.897,-165.28,carbonate,dolostone (dolomite),"Nolichucky Shale, and Maryville, Rogersville, and Rutledge Formations, and Pumpkin Valley Shale",45689,27.0,12336,FHWA_HPMS_2022,2,0,0,0,0.0329976580796253,0.1917,Low
