segment_id,road_name,corridor,mean_elevation_m,elev_range_m,mean_slope_deg,max_slope_deg,terrain_roughness,mean_curvature,stream_proximity_pct,mean_disp_mm,max_disp_mm,mean_coherence,rock_class,AADT_2022,truck_pct,truck_AADT,std_disp_mm,low_coh_pct,rock_risk_score,geology_enc,landcover_enc,known_unstable,rf_prob,risk_score,risk_category
187,I-40,I-40,318.2,80.7,4.7,11.83,17.25,0.0122,10.8,,,,carbonate,42552,28.1,11957,,,2,0,2,0,0.0,0.1027,Low
188,I-40,I-40,303.7,98.0,3.71,9.97,13.11,0.0058,10.8,,,,carbonate,40761,28.4,11576,,,2,0,2,0,0.0,0.0933,Low
189,I-40,I-40,290.5,57.1,2.14,6.0,8.12,-0.0023,10.5,,,,carbonate,38222,26.6,10167,,,2,0,0,0,0.0,0.0679,Low
190,I-40,I-40,289.7,39.2,1.85,4.4,6.65,0.0016,10.5,,,,carbonate,78214,23.0,17989,,,2,0,0,0,0.0,0.1059,Low
191,I-40,I-40,294.1,44.1,2.18,4.97,7.93,0.0094,10.7,,,,carbonate,85820,19.5,16734,,,2,0,0,0,0.0,0.114,Low
192,I-40,I-40,297.2,40.5,2.26,4.78,8.54,0.0012,10.7,,,,carbonate,95097,21.9,20826,,,2,0,0,0,0.0,0.1285,Low
193,I-40,I-40,299.2,84.1,3.41,11.23,12.33,0.0077,10.5,,,,carbonate,90524,20.2,18285,,,2,0,0,0,0.0,0.1386,Low
194,I-40,I-40,301.1,85.3,4.64,12.83,16.24,0.0047,10.7,,,,carbonate,80130,21.0,16827,,,2,0,2,0,0.0,0.1395,Low
195,I-40,I-40,309.3,88.1,4.8,12.83,17.09,0.0002,10.8,,,,carbonate,90233,22.1,19941,,,2,0,2,0,0.0,0.1548,Low
196,I-40,I-40,339.9,125.3,5.94,14.24,20.72,-0.0097,10.5,,,,carbonate,91743,20.7,18990,,,2,0,2,0,0.008888888888888889,0.1741,Low
197,I-40,I-40,358.0,100.0,5.79,12.63,21.08,0.0228,11.0,,,,carbonate,82706,21.4,17699,,,2,0,2,0,0.013333333333333334,0.1619,Low
198,I-40,I-40,333.1,107.4,3.67,12.63,14.2,-0.0091,10.7,,,,carbonate,90094,23.5,21172,,,2,0,2,0,0.0,0.1504,Low
199,I-40,I-40,327.0,75.9,3.58,10.04,12.93,-0.0083,10.8,,,,carbonate,89414,21.1,18866,,,2,0,2,0,0.0,0.1389,Low
200,I-40,I-40,331.4,77.8,4.12,8.26,14.46,-0.0032,11.0,,,,carbonate,80862,23.3,18840,,,2,0,2,0,0.0,0.1372,Low
201,I-40,I-40,311.8,79.0,3.4,6.79,11.54,-0.0097,10.8,,,,carbonate,91547,20.3,18584,,,2,0,2,0,0.0,0.1381,Low
202,I-40,I-40,296.0,49.0,2.52,5.55,9.05,-0.0048,11.0,,,,carbonate,92992,22.8,21202,,,2,0,0,0,0.0,0.1309,Low
203,I-40,I-40,293.8,42.3,2.52,6.46,9.58,-0.0044,10.8,,,,carbonate,96711,24.2,23404,,,2,0,0,0,0.0,0.1369,Low
204,I-40,I-40,306.6,65.2,3.67,9.36,14.38,0.0006,10.8,,,,carbonate,96503,18.3,17660,,,2,0,2,0,0.0,0.143,Low
205,I-40,I-40,324.1,96.8,4.79,10.18,18.74,0.0041,10.8,,,,carbonate,79190,20.8,16471,,,2,0,2,0,0.0,0.1438,Low
206,I-40,I-40,320.2,89.8,4.65,10.18,18.29,0.0004,10.7,,,,other,82322,22.9,18851,,,1,3,2,0,0.0,0.121,Low
207,I-40,I-40,312.4,96.4,4.72,9.65,18.63,0.0057,10.8,,,,other,92667,21.7,20108,,,1,3,2,0,0.0,0.1331,Low
208,I-40,I-40,320.4,96.4,4.83,10.56,19.91,0.0097,10.8,,,,other,92658,22.6,20940,,,1,3,2,0,0.0,0.1365,Low
209,I-40,I-40,325.4,84.9,4.2,10.56,17.32,0.0106,10.8,,,,other,92667,21.1,19552,,,1,3,2,0,0.0,0.1259,Low
210,I-40,I-40,311.5,75.8,3.99,10.46,15.57,0.0068,10.7,,,,other,116431,22.1,25731,,,1,3,2,0,0.0,0.1501,Low
211,I-40,I-40,299.7,62.9,3.33,7.29,13.36,0.003,10.7,,,,other,93064,21.8,20287,,,1,3,0,0,0.0,0.1145,Low
212,I-40,I-40,304.7,72.5,3.2,6.56,12.26,-0.0077,10.4,,,,other,97085,23.8,23106,,,1,3,2,0,0.0,0.1218,Low
213,I-40,I-40,315.0,60.7,3.2,6.64,12.33,0.005,10.7,,,,other,102250,22.4,22904,,,1,3,2,0,0.0,0.1237,Low
214,I-40,I-40,314.1,73.2,3.2,6.7,13.08,0.0057,10.8,,,,other,99950,22.5,22488,,,1,3,2,0,0.0,0.1241,Low
215,I-40,I-40,303.1,75.6,2.94,6.7,12.13,-0.0014,10.8,,,,other,92603,21.4,19817,,,1,3,2,0,0.0,0.1119,Low
216,I-40,I-40,293.6,63.2,3.24,12.81,13.47,-0.0137,10.7,,,,other,100768,21.3,21463,,,1,3,0,0,0.0,0.1222,Low
217,I-40,I-40,303.3,80.7,4.26,12.81,18.02,-0.0161,10.5,,,,other,89126,21.4,19072,,,1,3,2,0,0.0,0.1228,Low
218,I-40,I-40,313.5,80.7,4.89,9.73,19.49,0.0041,10.7,,,,other,93200,22.6,21063,,,1,3,2,0,0.0,0.1344,Low
219,I-40,I-40,312.1,69.5,4.4,9.5,16.8,0.0122,10.4,,,,other,91311,21.4,19540,,,1,3,2,0,0.0,0.1228,Low
220,I-40,I-40,296.1,73.3,2.73,8.42,10.77,-0.0051,10.5,,,,other,95622,22.4,21419,,,1,3,0,0,0.0,0.1138,Low
221,I-40,I-40,282.7,35.2,1.64,6.42,6.54,-0.0069,10.7,,,,other,112591,25.1,28260,,,1,3,0,0,0.0,0.1212,Low
222,I-40,I-40,284.0,56.7,2.12,7.61,8.19,-0.0012,10.8,,,,other,80808,23.3,18828,,,1,3,0,0,0.0,0.0888,Low
223,I-40,I-40,292.2,52.8,2.99,7.61,10.85,0.0035,10.8,,,,other,100215,21.5,21546,,,1,3,0,0,0.0,0.1157,Low
224,I-40,I-40,293.5,39.3,2.42,5.98,8.66,-0.0022,10.8,,,,carbonate,82743,23.8,19692,,,2,0,0,0,0.0,0.1177,Low
225,I-40,I-40,299.5,36.6,1.71,3.53,6.13,0.0032,10.7,,,,carbonate,91413,21.4,19562,,,2,0,0,0,0.0,0.1171,Low
226,I-40,I-40,306.8,30.3,1.89,4.05,6.49,0.001,10.7,,,,carbonate,103276,18.9,19519,,,2,0,2,0,0.0,0.1267,Low
227,I-40,I-40,312.8,33.8,2.0,4.05,6.92,-0.0022,10.7,,,,carbonate,95488,20.5,19575,,,2,0,2,0,0.0,0.1224,Low
228,I-40,I-40,317.5,47.5,2.59,7.96,8.63,0.0061,10.5,,,,carbonate,86809,19.2,16667,,,2,0,2,0,0.0,0.1182,Low
229,I-40,I-40,308.1,55.2,2.95,7.96,10.22,0.0023,10.7,,,,carbonate,89563,21.5,19256,,,2,0,2,0,0.0,0.1297,Low
230,I-40,I-40,307.6,43.6,2.25,7.96,8.09,-0.0021,11.0,,,,carbonate,100164,22.0,22036,,,2,0,2,0,0.0,0.1344,Low
231,I-40,I-40,322.1,33.4,1.44,3.74,5.56,0.003,10.5,,,,carbonate,89449,24.5,21915,,,2,0,2,0,0.0,0.1167,Low
232,I-40,I-40,321.1,43.4,2.21,5.12,8.56,-0.0018,10.5,,,,carbonate,96645,22.5,21745,,,2,0,2,0,0.0,0.1314,Low
233,I-40,I-40,322.2,78.3,4.08,12.24,15.84,-0.0146,11.0,,,,carbonate,95346,21.7,20690,,,2,0,2,0,0.0,0.1531,Low
234,I-40,I-40,341.7,108.8,5.77,12.81,21.99,-0.0159,11.0,,,,carbonate,90047,23.2,20890,,,2,0,2,0,0.005555555555555555,0.1726,Low
235,I-40,I-40,359.1,105.8,5.73,14.35,21.48,-0.0183,10.7,,,,carbonate,111293,18.7,20811,,,2,0,2,0,0.0022222222222222222,0.1867,Low
236,I-40,I-40,363.5,109.9,6.6,16.8,23.83,0.0077,10.5,,,,carbonate,99817,22.4,22359,,,2,0,2,0,0.02302195340501792,0.1956,Low
237,I-40,I-40,345.9,115.5,6.66,16.8,24.08,0.0118,10.8,,,,carbonate,73742,23.2,17108,,,2,0,2,0,0.06711809337615789,0.1835,Low
238,I-40,I-40,326.4,87.4,5.14,13.14,19.98,-0.0042,10.7,,,,clastic_sedimentary,89312,19.8,17683,,,3,1,2,0,0.0,0.1822,Low
239,I-40,I-40,336.3,93.2,4.86,12.85,18.84,-0.0055,10.8,,,,clastic_sedimentary,83341,23.7,19751,,,3,1,2,0,0.0,0.179,Low
240,I-40,I-40,364.2,142.7,6.1,17.17,22.07,0.0036,10.8,,,,clastic_sedimentary,94001,22.5,21150,,,3,1,2,0,0.015179968701095463,0.2136,Low
241,I-40,I-40,363.8,134.1,7.65,19.55,27.39,-0.0165,11.0,,,,clastic_sedimentary,82420,21.4,17637,,,3,1,2,0,0.09570010672734047,0.2402,Low
242,I-40,I-40,381.4,206.9,10.52,23.19,36.15,0.0097,10.5,,,,clastic_sedimentary,87192,22.9,19966,,,3,1,2,0,0.37852274499551725,0.3845,Moderate
243,I-40,I-40,438.2,246.1,12.59,23.19,43.79,0.0178,10.5,,,,clastic_sedimentary,91555,25.4,23254,,,3,1,2,1,0.9601033687620641,0.6235,High
244,I-40,I-40,487.1,209.1,14.04,22.41,48.14,0.0632,10.8,,,,clastic_sedimentary,94094,22.3,20982,,,3,1,2,1,0.9364969995614312,0.6204,High
245,I-40,I-40,473.2,193.6,11.59,21.68,41.09,0.0361,10.8,,,,clastic_sedimentary,79549,22.4,17818,,,3,1,2,1,0.8620760207893468,0.5537,High
246,I-40,I-40,449.8,135.9,8.78,19.08,29.39,0.0012,10.7,,,,clastic_sedimentary,85645,21.3,18242,,,3,1,2,0,0.13549501631908414,0.2664,Moderate
247,I-40,I-40,431.3,108.9,6.23,15.57,22.25,0.0206,10.7,,,,clastic_sedimentary,84656,20.7,17523,,,3,1,2,0,0.017777777777777778,0.1966,Low
248,I-40,I-40,403.4,103.7,4.91,12.43,19.92,-0.0022,10.7,,,,clastic_sedimentary,58759,19.2,11281,,,3,1,2,0,0.0,0.1491,Low
249,I-40,I-40,396.9,105.6,5.44,13.39,21.51,-0.0066,10.5,,,,clastic_sedimentary,70756,16.7,11816,,,3,1,2,0,0.0,0.1644,Low
250,I-40,I-40,399.3,101.0,5.58,13.39,22.04,-0.0217,10.7,,,,clastic_sedimentary,64008,18.1,11585,,,3,1,2,0,0.0,0.1594,Low
251,I-40,I-40,394.7,80.5,5.79,17.89,22.18,-0.0359,10.7,,,,clastic_sedimentary,55746,17.3,9644,,,3,1,2,0,0.01111111111111111,0.1515,Low
252,I-40,I-40,396.9,109.8,6.04,17.89,22.72,-0.0202,10.7,,,,clastic_sedimentary,66552,18.7,12445,,,3,1,2,0,0.01111111111111111,0.1714,Low
253,I-40,I-40,416.6,143.4,7.48,22.23,26.61,-0.02,10.5,,,,clastic_sedimentary,72525,18.5,13417,,,3,1,2,0,0.050704197202547784,0.2094,Low
254,I-40,I-40,442.9,168.0,8.28,22.23,29.74,-0.0004,10.8,,,,clastic_sedimentary,67121,19.6,13155,,,3,1,2,0,0.12177531682106883,0.2417,Low
255,I-40,I-40,440.3,139.4,6.42,19.67,23.78,-0.0278,10.8,,,,clastic_sedimentary,54463,17.2,9367,,,3,1,2,0,0.03972318775995247,0.175,Low
256,I-40,I-40,426.4,69.9,3.97,11.5,14.6,-0.0142,10.7,,,,clastic_sedimentary,59598,17.6,10489,,,3,1,2,0,0.0,0.1316,Low
257,I-40,I-40,412.7,57.2,3.09,13.97,12.37,-0.0056,10.8,,,,clastic_sedimentary,68283,16.5,11266,,,3,1,2,0,0.0,0.1302,Low
258,I-40,I-40,456.3,224.7,8.1,20.23,31.09,-0.0235,10.8,,,,clastic_sedimentary,58489,17.3,10118,,,3,1,2,0,0.1174326538252691,0.2383,Low
259,I-40,I-40,572.5,370.6,14.74,28.73,53.55,0.0263,10.8,,,,clastic_sedimentary,64201,18.6,11941,,,3,1,2,1,0.9808135525314229,0.6342,High
260,I-40,I-40,648.3,267.7,15.49,28.73,54.8,0.0329,11.1,,,,clastic_sedimentary,58408,19.1,11155,,,3,1,1,1,0.9952579969758673,0.6221,High
261,I-40,I-40,662.6,287.6,13.74,31.55,48.84,0.04,10.4,,,,clastic_sedimentary,50921,16.6,8452,,,3,1,1,1,0.9995734731663436,0.6001,High
262,I-40,I-40,689.9,232.6,15.41,31.55,53.92,0.0109,10.4,,,,clastic_sedimentary,54738,19.3,10564,,,3,1,1,1,0.988498398051925,0.6087,High
263,I-40,I-40,653.7,339.2,16.9,31.76,60.63,-0.0285,10.5,,,,clastic_sedimentary,40738,20.0,8147,,,3,1,1,1,0.9991146186628305,0.6309,High
264,I-40,I-40,562.0,345.2,19.18,31.76,67.13,-0.0186,10.4,,,,clastic_sedimentary,50492,18.6,9391,,,3,1,2,1,0.9997463455067691,0.6618,High
265,I-40,I-40,488.2,301.7,19.14,34.73,66.69,-0.015,10.5,,,,clastic_sedimentary,53888,20.8,11208,,,3,1,2,1,0.9952225359829595,0.658,High
266,I-40,I-40,446.8,239.4,17.25,34.73,61.01,-0.0474,10.7,,,,clastic_sedimentary,49509,16.8,8317,,,3,1,2,1,0.9857975793523523,0.6194,High
267,I-40,I-40,475.8,215.3,14.16,31.32,52.94,-0.0176,11.0,,,,clastic_sedimentary,62182,16.1,10011,,,3,1,2,1,0.9138726027614704,0.5768,High
268,I-40,I-40,507.3,256.7,13.01,31.32,48.61,0.0375,10.8,,,,clastic_sedimentary,48707,15.3,7452,,,3,1,2,1,0.9724997070119268,0.578,High
269,I-40,I-40,472.2,201.5,13.99,30.86,49.4,-0.0461,10.8,,,,clastic_sedimentary,53063,20.2,10718,,,3,1,2,1,0.9314257819381869,0.5696,High
270,I-40,I-40,502.4,260.5,14.78,30.86,51.45,-0.0192,10.8,,,,clastic_sedimentary,55575,19.0,10559,,,3,1,2,1,0.998498398051925,0.6111,High
271,I-40,I-40,569.1,220.3,11.61,24.18,40.7,0.0423,10.7,,,,clastic_sedimentary,61341,17.9,10980,,,3,1,2,0,0.43372481325638773,0.3823,Moderate
272,I-40,I-40,645.6,381.4,12.67,24.96,46.01,0.0315,10.7,,,,clastic_sedimentary,42486,18.4,7817,,,3,1,1,1,0.986348750752084,0.594,High
273,I-40,I-40,741.1,311.1,16.47,25.65,58.33,0.0635,10.7,,,,clastic_sedimentary,52466,16.3,8551,,,3,1,1,1,0.9896010213757099,0.6278,High
274,I-40,I-40,764.9,231.9,15.02,25.65,51.51,0.0619,10.4,,,,clastic_sedimentary,48039,21.7,10424,,,3,1,1,1,0.9961621398549317,0.6008,High
275,I-40,I-40,731.6,235.0,11.64,20.99,40.55,0.0235,10.4,,,,clastic_sedimentary,44231,18.2,8050,,,3,1,1,1,0.9383519178107571,0.543,High
276,I-40,I-40,741.8,290.5,11.71,21.49,41.77,-0.023,10.8,,,,clastic_sedimentary,49774,18.2,9058,,,3,1,1,1,0.970276506133485,0.5711,High
277,I-40,I-40,803.2,272.2,14.49,22.47,51.52,-0.0271,11.0,,,,clastic_sedimentary,48764,19.1,9313,,,3,1,1,1,0.9919559216449169,0.6018,High
278,I-40,I-40,871.4,284.6,17.03,24.9,59.0,0.0048,10.8,,,,clastic_sedimentary,45695,18.7,8544,,,3,1,1,1,0.995803488363912,0.6241,High
279,I-40,I-40,965.4,427.2,18.64,27.54,66.72,0.0096,10.7,,,,clastic_sedimentary,48268,18.3,8833,,,3,1,1,1,0.9962796788401024,0.6679,High
280,I-40,I-40,1036.0,372.9,17.76,27.54,64.04,0.016,10.7,,,,clastic_sedimentary,46520,16.8,7815,,,3,1,1,1,0.9861271594602575,0.6445,High
281,I-40,I-40,1004.9,349.5,14.01,26.83,51.15,0.0093,10.5,,,,clastic_sedimentary,48435,18.7,9057,,,3,1,1,1,0.9962796788401024,0.6123,High
282,I-40,I-40,926.1,261.3,11.35,23.83,41.5,-0.0045,10.5,,,,clastic_sedimentary,50542,20.8,10512,,,3,1,1,1,0.9442697005145195,0.5579,High
283,I-40,I-40,885.2,166.7,8.57,18.12,31.31,-0.0008,10.8,,,,clastic_sedimentary,54090,20.0,10818,,,3,1,1,0,0.10916634914916656,0.2264,Low
284,I-40,I-40,889.9,155.5,8.23,16.71,28.94,-0.0231,10.5,,,,clastic_sedimentary,40543,16.4,6649,,,3,1,1,0,0.03587301587301587,0.1768,Low
285,I-40,I-40,931.6,183.0,9.43,16.89,32.59,0.0032,10.7,,,,clastic_sedimentary,52678,13.2,6953,,,3,1,1,0,0.07513615583383025,0.2159,Low
286,I-40,I-40,987.5,248.9,10.45,18.93,36.29,-0.0002,10.7,,,,clastic_sedimentary,37972,12.5,4746,,,3,1,1,1,0.6864912479954104,0.4354,Moderate
287,I-40,I-40,1089.0,283.3,10.46,18.93,39.03,-0.0045,10.7,,,,clastic_sedimentary,44453,13.8,6134,,,3,1,1,0,0.313715435965172,0.3212,Moderate
288,I-40,I-40,1197.9,240.1,11.6,18.81,42.15,0.032,10.7,,,,clastic_sedimentary,47117,14.1,6643,,,3,1,1,1,0.8884631207364434,0.528,High
289,I-40,I-40,1233.3,190.1,11.71,18.81,40.3,0.0374,10.7,,,,metamorphic_crystalline,46011,15.6,7177,,,4,2,1,1,0.8253007479525007,0.5228,High
290,I-40,I-40,1218.5,181.7,9.42,16.57,33.58,0.0016,10.8,,,,clastic_sedimentary,42758,11.5,4917,,,3,1,1,0,0.08067994505494505,0.2076,Low
291,I-40,I-40,1177.8,206.9,7.72,21.33,28.55,-0.006,10.7,,,,clastic_sedimentary,44250,16.3,7212,,,3,1,1,0,0.07758842296389842,0.2004,Low
292,I-40,I-40,1121.4,166.0,7.02,15.09,25.31,-0.0047,10.4,,,,other,43225,13.8,5965,,,1,3,1,0,0.013541666666666667,0.1075,Low
293,I-40,I-40,1071.7,227.8,8.85,20.26,30.81,-0.017,10.7,,,,other,42878,13.4,5745,,,1,3,1,0,0.07157930037146693,0.1537,Low
294,I-40,I-40,1020.0,189.4,11.9,25.16,42.05,-0.0358,10.8,,,,other,48058,12.5,6007,,,1,3,1,0,0.30139108345835425,0.2621,Moderate
295,I-40,I-40,1003.1,182.4,12.29,25.16,43.59,-0.0139,10.7,,,,other,43199,11.5,4967,,,1,3,1,1,0.8003011524667848,0.434,Moderate
296,I-40,I-40,950.3,260.8,10.41,21.72,39.52,0.0066,10.8,,,,other,39671,15.2,6029,,,1,3,1,0,0.22022539391431054,0.2278,Low
297,I-40,I-40,914.7,223.1,13.06,24.55,44.95,0.0132,10.7,,,,other,45022,14.1,6348,,,1,3,1,0,0.3907303765607095,0.3068,Moderate
298,I-40,I-40,899.1,310.4,15.9,24.55,54.34,0.05,10.5,,,,other,43032,12.1,5206,,,1,3,1,1,0.9952493469660849,0.5557,High
299,I-40,I-40,794.0,351.1,12.05,23.91,42.64,0.0046,10.7,,,,other,44731,12.1,5412,,,1,3,1,1,0.9172146795017663,0.5021,High
300,I-40,I-40,735.2,165.7,9.26,23.41,35.14,-0.0182,11.0,,,,other,44115,13.5,5955,,,1,3,1,0,0.07095225856907046,0.152,Low
301,I-40,I-40,849.4,431.4,16.63,31.75,59.61,0.0458,10.5,,,,other,39214,16.5,6470,,,1,3,1,1,0.9797376949939866,0.5792,High
302,I-40,I-40,958.3,304.7,18.58,31.75,65.3,0.0456,10.5,,,,other,40117,13.6,5455,,,1,3,1,1,0.9960494292367553,0.5805,High
303,I-40,I-40,1033.6,356.5,15.69,24.99,57.38,0.0204,10.7,,,,other,44510,11.7,5207,,,1,3,1,1,0.9956415038288301,0.5669,High
304,I-40,I-40,1090.1,296.0,16.43,24.99,59.98,-0.004,11.1,,,,other,44050,13.6,5990,,,1,3,1,1,0.9848537280387283,0.5612,High
305,I-40,I-40,1001.1,417.8,14.64,24.4,52.87,-0.028,10.4,,,,other,41929,13.6,5702,,,1,3,1,1,0.9855513147657269,0.5612,High
306,I-40,I-40,931.1,222.5,14.59,24.4,50.7,0.0099,10.4,,,,other,42394,10.0,4239,,,1,3,1,1,0.9050737312136602,0.4963,Moderate
307,I-40,I-40,913.6,217.1,14.11,27.89,50.11,0.0027,10.7,,,,other,41884,13.9,5821,,,1,3,1,1,0.9349623491342544,0.5047,High
308,I-40,I-40,950.8,354.2,14.87,24.08,53.89,-0.0747,10.7,,,,other,36201,13.7,4959,,,1,3,1,1,0.9759434716284722,0.5442,High
309,I-40,I-40,1077.8,368.1,15.69,24.08,53.75,0.016,10.7,,,,other,39663,15.0,5949,,,1,3,1,1,0.9759848509388168,0.5551,High
310,I-40,I-40,1085.5,324.4,14.91,23.2,51.77,0.0798,10.5,,,,other,37385,16.8,6280,,,1,3,1,1,0.9623025977529193,0.5353,High
311,I-40,I-40,952.3,352.8,17.19,27.18,59.87,0.0275,10.8,,,,other,37338,15.7,5862,,,1,3,1,1,0.9960384468736858,0.573,High
312,I-40,I-40,797.4,475.2,18.52,27.18,63.65,0.0513,10.4,,,,other,41340,13.6,5622,,,1,3,1,1,0.9993827625700887,0.6086,High
313,I-40,I-40,682.6,329.2,15.29,27.12,54.3,0.0185,11.0,,,,other,40509,12.3,4982,,,1,3,1,1,0.9952160959034221,0.553,High
314,I-40,I-40,625.0,203.8,10.94,26.58,38.46,-0.0173,10.5,,,,other,40473,17.9,7244,,,1,3,1,0,0.2114312925471633,0.2196,Low
315,I-40,I-40,617.4,139.1,7.98,18.01,29.15,-0.0108,10.7,,,,other,41968,14.1,5917,,,1,3,1,0,0.008898809523809524,0.1102,Low
316,I-40,I-40,629.7,161.4,7.77,18.92,29.34,-0.0191,10.8,,,,other,38063,14.0,5328,,,1,3,1,0,0.019045868347338936,0.1124,Low
317,I-40,I-40,640.9,149.3,8.61,16.01,31.35,-0.0043,10.5,,,,other,40073,14.0,5610,,,1,3,1,0,0.0033333333333333335,0.1139,Low
318,I-40,I-40,641.0,158.0,8.51,15.6,29.87,-0.0199,10.8,,,,other,37056,14.3,5299,,,1,3,1,0,0.0035416666666666665,0.1102,Low
319,I-40,I-40,642.2,141.5,6.36,14.92,22.61,-0.0055,10.7,,,,other,32829,13.8,4530,,,1,3,1,0,0.008333333333333333,0.0844,Low
320,I-40,I-40,646.1,81.5,4.89,9.91,18.05,-0.0065,10.7,,,,other,31666,13.1,4148,,,1,3,1,0,0.0,0.0568,Low
321,I-40,I-40,652.6,81.2,4.15,9.91,16.35,0.0036,10.7,,,,other,32248,13.2,4256,,,1,3,1,0,0.0,0.0514,Low
322,I-40,I-40,637.8,166.7,5.37,17.77,20.61,0.0065,10.5,,,,other,33523,14.0,4693,,,1,3,1,0,0.01,0.0822,Low
323,I-40,I-40,600.3,137.6,8.61,22.51,30.99,0.0008,11.0,,,,other,29905,13.2,3947,,,1,3,1,0,0.023,0.1077,Low
324,I-40,I-40,596.1,127.0,7.89,22.51,27.62,-0.0017,10.7,,,,other,37356,12.9,4818,,,1,3,2,0,0.027606408417025344,0.107,Low
325,I-40,I-40,616.2,91.1,4.25,11.69,15.6,-0.003,10.7,,,,other,29424,14.2,4178,,,1,3,1,0,0.0,0.0503,Low
326,I-40,I-40,630.7,65.9,3.42,7.66,12.89,0.0114,10.4,,,,other,28891,13.6,3929,,,1,3,1,0,0.0033333333333333335,0.0389,Low
327,I-40,I-40,637.3,75.6,4.25,11.56,14.84,0.008,11.0,,,,other,34964,16.3,5699,,,1,3,1,0,0.0,0.0537,Low
328,I-40,I-40,632.4,86.6,5.05,11.8,18.13,0.0036,10.4,,,,other,34026,10.0,3402,,,1,3,1,0,0.0,0.0593,Low
329,I-40,I-40,625.6,122.1,6.36,12.92,22.2,0.0141,10.8,,,,other,33597,15.6,5241,,,1,3,1,0,0.0035416666666666665,0.0809,Low
330,I-40,I-40,629.5,122.1,5.14,12.92,18.8,-0.0023,10.8,,,,other,33608,15.9,5343,,,1,3,1,0,0.0033333333333333335,0.0704,Low
331,I-40,I-40,637.5,75.0,3.38,9.03,12.24,-0.0109,10.8,,,,other,31968,10.9,3484,,,1,3,1,0,0.0033333333333333335,0.0411,Low
332,I-40,I-40,649.5,54.0,2.91,5.68,10.24,-0.0029,10.7,,,,other,29703,13.5,4009,,,1,3,1,0,0.0,0.0306,Low
333,I-40,I-40,649.4,52.0,2.88,5.31,10.42,0.0108,10.8,,,,other,32194,13.4,4313,,,1,3,1,0,0.0033333333333333335,0.034,Low
334,I-40,I-40,646.9,46.4,2.75,5.44,10.29,0.0014,10.5,,,,other,30266,11.9,3601,,,1,3,1,0,0.0,0.0284,Low
335,I-40,I-40,652.8,54.1,2.91,5.76,10.39,0.0033,10.8,,,,other,34496,12.8,4415,,,1,3,1,0,0.0,0.0353,Low
336,I-40,I-40,663.0,57.1,2.88,6.38,11.18,-0.0085,11.0,,,,other,31623,12.3,3889,,,1,3,1,0,0.0033333333333333335,0.0346,Low
337,I-40,I-40,689.8,144.4,6.16,19.95,22.13,-0.0326,11.0,,,,other,29886,16.6,4961,,,1,3,1,0,0.013333333333333334,0.0834,Low
338,I-40,I-40,744.0,206.2,11.14,22.92,38.69,0.0004,10.7,,,,other,31177,15.4,4801,,,1,3,1,0,0.191225229837456,0.203,Low
339,I-40,I-40,797.6,263.6,15.34,29.87,53.08,0.0516,10.7,,,,other,33057,15.9,5256,,,1,3,1,1,0.9790819251345554,0.5301,High
340,I-40,I-40,801.1,301.8,15.63,29.87,57.34,-0.0041,10.7,,,,other,30556,15.1,4613,,,1,3,1,1,0.9577194506674465,0.5324,High
341,I-40,I-40,815.5,297.8,15.91,28.32,56.67,-0.01,10.8,,,,other,29895,12.3,3677,,,1,3,1,1,0.95538892407028,0.5296,High
342,I-40,I-40,863.9,377.5,16.89,29.73,59.65,0.0279,10.2,,,,other,35000,13.2,4620,,,1,3,1,1,0.9894325138138698,0.5689,High
