segment_id,road_name,corridor,mean_elevation_m,elev_range_m,mean_slope_deg,max_slope_deg,terrain_roughness,mean_curvature,stream_proximity_pct,mean_disp_mm,max_disp_mm,mean_coherence,rock_class,AADT_2022,truck_pct,truck_AADT,std_disp_mm,low_coh_pct,rock_risk_score,geology_enc,landcover_enc,known_unstable,rf_prob,risk_score,risk_category
36,I-40,I-40,580.7,70.8,3.35,10.19,12.91,-0.0103,10.7,3.051,140.546,0.525,clastic_sedimentary,79405,29.3,23265,,,3,1,2,0,0.0,0.2151,Low
37,I-40,I-40,576.9,66.6,3.83,10.19,14.09,0.002,11.0,3.684,136.125,0.519,clastic_sedimentary,89470,28.3,25320,,,3,1,2,0,0.0,0.2349,Low
38,I-40,I-40,586.4,63.4,1.98,9.29,7.5,0.0099,10.7,3.715,131.618,0.567,clastic_sedimentary,74203,31.3,23225,,,3,1,2,0,0.006666666666666667,0.2008,Low
39,I-40,I-40,588.6,21.8,0.81,2.14,2.98,0.0003,10.8,3.45,128.785,0.573,clastic_sedimentary,78649,26.8,21077,,,3,1,2,0,0.0,0.1776,Low
40,I-40,I-40,582.9,24.6,1.26,3.66,4.36,0.0027,10.5,3.443,126.299,0.542,clastic_sedimentary,89385,26.7,23865,,,3,1,2,0,0.0033333333333333335,0.1981,Low
41,I-40,I-40,579.6,27.5,1.57,3.66,5.49,0.0062,10.5,3.679,124.958,0.54,clastic_sedimentary,93198,27.1,25256,,,3,1,2,0,0.0,0.2076,Low
42,I-40,I-40,574.9,52.1,2.38,8.4,8.38,0.0029,10.7,3.779,124.584,0.528,clastic_sedimentary,89206,24.8,22123,,,3,1,2,0,0.0,0.2127,Low
43,I-40,I-40,559.6,65.6,3.8,8.58,12.77,-0.0066,10.7,3.874,123.867,0.483,clastic_sedimentary,87185,27.2,23714,,,3,1,2,0,0.0,0.2322,Low
44,I-40,I-40,556.9,66.1,4.07,9.2,14.51,0.0018,10.8,3.399,121.986,0.497,clastic_sedimentary,85880,26.9,23101,,,3,1,2,0,0.0,0.2293,Low
45,I-40,I-40,566.5,65.6,2.95,9.2,11.18,0.001,10.8,2.689,119.171,0.561,clastic_sedimentary,77591,28.2,21880,,,3,1,2,0,0.0,0.2014,Low
46,I-40,I-40,570.2,38.5,2.17,4.38,7.76,0.005,10.7,2.163,117.295,0.578,clastic_sedimentary,82932,28.5,23635,,,3,1,2,0,0.0,0.1907,Low
47,I-40,I-40,569.2,35.3,2.12,4.18,7.57,-0.0022,10.7,2.034,118.211,0.583,clastic_sedimentary,84757,30.8,26105,,,3,1,2,0,0.006666666666666667,0.1962,Low
48,I-40,I-40,563.9,44.4,2.29,4.13,7.8,-0.0068,10.7,2.388,121.121,0.606,clastic_sedimentary,95442,29.4,28059,,,3,1,2,0,0.0033333333333333335,0.2106,Low
49,I-40,I-40,556.6,40.5,2.08,3.91,7.17,-0.0025,10.5,2.349,123.387,0.619,clastic_sedimentary,84254,27.1,22832,,,3,1,2,0,0.0,0.1885,Low
50,I-40,I-40,551.5,36.0,1.93,5.85,7.0,-0.0024,10.8,2.53,123.682,0.602,clastic_sedimentary,70434,26.7,18805,,,3,1,2,0,0.0,0.1717,Low
51,I-40,I-40,553.6,50.8,2.13,6.69,7.63,0.005,10.5,2.646,124.162,0.591,clastic_sedimentary,84125,28.7,24143,,,3,1,2,0,0.0,0.197,Low
52,I-40,I-40,556.4,30.1,1.79,6.69,6.47,0.0038,10.7,1.997,124.822,0.627,clastic_sedimentary,79473,26.0,20662,,,3,1,2,0,0.0,0.1739,Low
53,I-40,I-40,550.6,40.1,1.82,3.56,6.05,-0.0024,11.0,1.754,126.309,0.651,clastic_sedimentary,77559,30.7,23810,,,3,1,2,0,0.0,0.1755,Low
54,I-40,I-40,540.4,29.2,1.89,3.65,6.17,-0.0033,11.0,1.939,128.109,0.626,other,86012,29.8,25631,,,1,3,2,0,0.0,0.1335,Low
55,I-40,I-40,541.1,25.3,1.55,3.06,5.34,-0.0004,10.7,2.035,129.367,0.63,clastic_sedimentary,88763,27.3,24232,,,3,1,2,0,0.0,0.1837,Low
56,I-40,I-40,535.8,72.0,3.01,10.16,10.62,0.0041,10.7,1.937,128.516,0.608,clastic_sedimentary,88109,25.4,22379,,,3,1,2,0,0.0,0.2026,Low
57,I-40,I-40,535.7,77.4,3.35,10.16,12.45,0.0019,10.7,1.896,125.061,0.557,clastic_sedimentary,76494,30.0,22948,,,3,1,2,0,0.0,0.202,Low
58,I-40,I-40,540.8,33.6,1.93,8.41,8.1,0.0069,10.5,1.969,123.66,0.541,clastic_sedimentary,79971,27.8,22231,,,3,1,2,0,0.0,0.1851,Low
59,I-40,I-40,535.7,29.3,1.65,3.83,6.59,0.0001,11.0,1.647,119.5,0.545,clastic_sedimentary,84173,29.9,25167,,,3,1,2,0,0.0,0.1865,Low
60,I-40,I-40,533.7,29.2,1.7,5.32,6.69,0.0028,10.7,1.626,116.314,0.564,clastic_sedimentary,88399,25.6,22630,,,3,1,2,0,0.0,0.1847,Low
61,I-40,I-40,528.7,44.1,1.98,5.32,7.11,-0.0062,10.7,1.301,120.358,0.532,clastic_sedimentary,78856,27.1,21369,,,3,1,2,0,0.0,0.1791,Low
62,I-40,I-40,528.5,56.3,2.26,7.01,8.72,0.0079,10.7,0.793,125.435,0.5,clastic_sedimentary,80782,28.0,22618,,,3,1,2,0,0.0,0.1861,Low
63,I-40,I-40,529.7,78.0,3.51,16.8,14.17,0.0216,10.8,1.314,128.379,0.448,clastic_sedimentary,74742,28.1,21002,,,3,1,2,0,0.009667247893054344,0.2059,Low
64,I-40,I-40,513.1,138.1,6.02,19.0,22.51,0.0001,10.7,2.223,125.657,0.425,clastic_sedimentary,74152,27.3,20243,,,3,1,2,1,0.7023615380993787,0.4883,Moderate
65,I-40,I-40,497.0,124.2,7.44,19.4,26.73,-0.009,10.7,2.055,123.254,0.442,clastic_sedimentary,87330,28.9,25238,,,3,1,2,1,0.839371044240166,0.5629,High
66,I-40,I-40,507.0,126.5,6.38,19.89,24.01,0.0201,10.5,1.494,129.734,0.441,clastic_sedimentary,90896,26.4,23996,,,3,1,2,1,0.8028342654937508,0.538,High
67,I-40,I-40,503.8,138.3,6.81,19.97,25.04,0.0471,10.7,1.416,143.148,0.434,clastic_sedimentary,81527,27.8,22664,,,3,1,2,0,0.4109716420175718,0.3966,Moderate
68,I-40,I-40,479.8,128.2,8.26,19.97,29.48,-0.0077,10.5,1.247,142.627,0.436,clastic_sedimentary,88583,28.2,24980,,,3,1,2,1,0.8388301023145915,0.5657,High
69,I-40,I-40,493.5,154.9,6.25,18.05,22.48,0.0025,10.7,0.795,131.84,0.504,clastic_sedimentary,84372,28.8,24299,,,3,1,2,0,0.15387790533522042,0.2992,Moderate
70,I-40,I-40,502.0,85.6,4.4,10.84,15.79,0.0025,10.8,0.42,128.396,0.604,clastic_sedimentary,77768,29.1,22630,,,3,1,2,0,0.0,0.1992,Low
71,I-40,I-40,495.3,75.7,4.05,10.84,14.02,0.0042,10.7,0.442,130.862,0.671,clastic_sedimentary,84370,26.3,22189,,,3,1,2,0,0.0,0.1942,Low
72,I-40,I-40,483.2,67.5,3.32,7.75,11.61,0.0145,10.8,0.375,133.64,0.69,clastic_sedimentary,60644,25.7,15585,,,3,1,2,0,0.0,0.155,Low
73,I-40,I-40,462.5,73.7,3.68,7.75,12.63,0.0005,11.0,0.256,136.387,0.616,clastic_sedimentary,53845,29.9,16099,,,3,1,2,0,0.0,0.1582,Low
74,I-40,I-40,457.1,76.5,3.99,9.59,14.52,-0.0049,10.8,0.542,140.389,0.526,clastic_sedimentary,60759,28.5,17316,,,3,1,2,0,0.0,0.1776,Low
75,I-40,I-40,473.1,95.2,3.43,9.59,12.91,-0.0055,10.7,1.217,139.142,0.518,clastic_sedimentary,42682,26.9,11481,,,3,1,2,0,0.0033333333333333335,0.1589,Low
76,I-40,I-40,505.8,103.2,4.97,14.91,17.46,0.0123,10.8,1.749,133.196,0.527,clastic_sedimentary,57550,30.3,17437,,,3,1,2,0,0.0033333333333333335,0.1988,Low
77,I-40,I-40,523.6,102.3,6.17,15.22,20.76,0.0156,10.7,2.107,137.856,0.539,clastic_sedimentary,54376,28.2,15334,,,3,1,2,0,0.005411138411138412,0.2059,Low
78,I-40,I-40,512.5,89.7,3.56,8.37,12.78,-0.0028,10.8,2.158,152.511,0.545,clastic_sedimentary,52708,29.8,15706,,,3,1,2,0,0.0,0.1777,Low
79,I-40,I-40,500.1,64.5,3.07,10.05,12.58,0.0047,10.7,2.468,159.141,0.516,clastic_sedimentary,54396,28.1,15285,,,3,1,2,0,0.0033333333333333335,0.1767,Low
80,I-40,I-40,476.2,144.5,6.07,20.19,23.0,0.0169,10.8,2.787,158.202,0.469,clastic_sedimentary,45413,31.1,14123,,,3,1,2,0,0.2631967914836958,0.3055,Moderate
81,I-40,I-40,457.5,132.7,7.33,20.19,27.03,0.0265,10.8,2.974,159.348,0.422,clastic_sedimentary,53051,30.6,16233,,,3,1,2,1,0.8678316463805267,0.5406,High
82,I-40,I-40,465.3,185.8,7.06,18.1,25.5,-0.0014,10.8,2.528,160.607,0.423,clastic_sedimentary,55542,27.6,15329,,,3,1,2,1,0.7968055165483808,0.5181,High
83,I-40,I-40,499.6,138.7,6.37,15.3,22.86,-0.0047,11.0,2.199,160.819,0.441,clastic_sedimentary,60384,29.5,17813,,,3,1,2,0,0.1712149875727567,0.2889,Moderate
84,I-40,I-40,529.3,82.3,4.5,12.47,16.06,0.0,10.8,2.3,153.724,0.451,clastic_sedimentary,51761,29.0,15010,,,3,1,2,0,0.0,0.1904,Low
85,I-40,I-40,549.8,78.3,3.77,8.26,13.13,0.0056,10.5,2.468,154.501,0.455,clastic_sedimentary,50507,30.1,15202,,,3,1,2,0,0.0,0.1827,Low
86,I-40,I-40,573.6,60.5,3.29,8.26,11.66,0.0138,10.7,2.17,161.069,0.495,clastic_sedimentary,51832,26.6,13787,,,3,1,2,0,0.0,0.1695,Low
87,I-40,I-40,564.5,79.3,3.37,10.2,11.84,0.0071,10.8,1.763,162.623,0.518,clastic_sedimentary,57954,29.0,16806,,,3,1,2,0,0.0,0.1784,Low
88,I-40,I-40,523.1,136.5,5.09,13.04,17.99,0.0032,10.4,1.851,162.711,0.479,clastic_sedimentary,55420,29.6,16404,,,3,1,2,0,0.017909125188536955,0.211,Low
89,I-40,I-40,492.7,83.7,5.39,13.04,19.19,-0.0178,10.5,1.81,167.243,0.47,clastic_sedimentary,51711,25.4,13134,,,3,1,2,0,0.0033333333333333335,0.1923,Low
90,I-40,I-40,503.0,107.6,4.55,11.64,16.43,-0.0145,10.7,2.07,170.151,0.496,clastic_sedimentary,56217,26.2,14728,,,3,1,2,0,0.0,0.1938,Low
91,I-40,I-40,544.2,173.3,5.91,12.55,21.31,-0.0127,10.7,2.71,166.264,0.475,clastic_sedimentary,54419,24.9,13550,,,3,1,2,0,0.031634615384615386,0.2316,Low
92,I-40,I-40,608.6,149.0,6.34,12.55,22.83,0.0104,10.8,2.856,159.357,0.49,clastic_sedimentary,58184,27.6,16058,,,3,1,1,1,0.5933540052570504,0.4356,Moderate
93,I-40,I-40,625.9,113.0,6.35,13.81,22.02,0.0164,10.7,2.269,154.781,0.474,clastic_sedimentary,50967,29.1,14831,,,3,1,1,0,0.026309609250398724,0.2191,Low
94,I-40,I-40,590.3,124.3,7.09,13.81,22.99,-0.0152,10.8,1.967,156.5,0.477,clastic_sedimentary,52584,30.3,15932,,,3,1,2,0,0.14547009943126168,0.2684,Moderate
95,I-40,I-40,547.2,152.1,6.11,11.41,20.85,0.0123,11.0,2.361,155.783,0.476,clastic_sedimentary,52306,28.1,14697,,,3,1,2,0,0.058866001645413404,0.2356,Low
96,I-40,I-40,490.1,123.3,4.9,11.41,17.56,0.0123,10.5,2.53,155.788,0.442,clastic_sedimentary,45028,30.4,13688,,,3,1,2,0,0.006491228070175439,0.1982,Low
97,I-40,I-40,444.8,96.4,3.83,6.44,13.39,-0.002,10.5,2.506,159.321,0.478,clastic_sedimentary,52208,25.9,13521,,,3,1,2,0,0.006666666666666667,0.1861,Low
98,I-40,I-40,420.1,95.1,4.26,8.56,14.52,0.001,10.5,2.584,160.588,0.465,clastic_sedimentary,52065,25.4,13224,,,3,1,2,0,0.0,0.188,Low
99,I-40,I-40,395.5,106.4,5.46,8.73,18.99,-0.0015,10.5,2.475,161.241,0.41,clastic_sedimentary,51020,27.9,14234,,,3,1,2,0,0.0,0.205,Low
100,I-40,I-40,361.3,130.6,7.01,17.05,24.37,-0.0027,10.5,2.754,164.337,0.382,clastic_sedimentary,50042,28.6,14312,,,3,1,2,0,0.25782388880550916,0.3171,Moderate
101,I-40,I-40,339.0,106.6,7.34,17.05,24.62,0.007,10.7,2.875,165.257,0.405,clastic_sedimentary,45225,28.0,12663,,,3,1,2,1,0.7543000612119526,0.4821,Moderate
102,I-40,I-40,335.8,108.5,6.46,16.08,22.23,0.0177,10.4,2.678,166.484,0.456,clastic_sedimentary,49283,24.9,12271,,,3,1,2,0,0.04309906746614753,0.2238,Low
103,I-40,I-40,352.2,141.4,7.34,13.43,24.48,-0.0004,10.4,2.468,165.102,0.495,clastic_sedimentary,49601,27.9,13838,,,3,1,2,0,0.25392097037259176,0.3092,Moderate
104,I-40,I-40,401.8,139.3,6.1,13.35,22.56,0.0087,11.0,2.433,159.376,0.5,clastic_sedimentary,47726,26.0,12408,,,3,1,2,0,0.07016019312665654,0.2312,Low
105,I-40,I-40,411.9,128.9,6.71,15.14,24.48,0.0297,11.0,2.858,157.661,0.442,clastic_sedimentary,50341,29.0,14598,,,3,1,2,1,0.7409014658408615,0.4822,Moderate
106,I-40,I-40,354.4,202.3,8.89,18.88,31.09,0.0096,10.8,3.015,162.057,0.412,clastic_sedimentary,52648,28.5,15004,,,3,1,2,1,0.9439681395323243,0.5904,High
107,I-40,I-40,301.8,177.6,9.12,18.88,31.45,-0.0022,10.8,2.88,169.265,0.444,clastic_sedimentary,58695,26.6,15612,,,3,1,2,1,0.9584913905080251,0.5959,High
108,I-40,I-40,296.4,134.1,8.01,16.12,27.14,-0.0148,10.8,3.091,174.992,0.464,clastic_sedimentary,51712,27.2,14065,,,3,1,0,1,0.7807838823982308,0.5079,High
109,I-40,I-40,313.8,96.5,6.55,14.47,21.49,0.018,10.8,3.083,175.439,0.44,clastic_sedimentary,52050,26.4,13741,,,3,1,2,0,0.055460925039872405,0.2345,Low
110,I-40,I-40,323.9,75.1,4.43,10.31,15.77,0.0074,10.5,2.362,173.792,0.449,clastic_sedimentary,50696,27.9,14144,,,3,1,2,0,0.0,0.1868,Low
111,I-40,I-40,335.0,60.5,3.69,8.66,13.91,-0.0072,10.7,1.935,167.826,0.494,clastic_sedimentary,43171,29.4,12692,,,3,1,2,0,0.0,0.1639,Low
112,I-40,I-40,352.2,80.3,5.09,11.62,17.42,-0.0108,10.8,2.932,156.194,0.493,clastic_sedimentary,50891,26.5,13486,,,3,1,2,0,0.0,0.194,Low
113,I-40,I-40,361.3,173.7,9.0,22.91,32.05,-0.0327,10.5,3.567,155.274,0.454,clastic_sedimentary,51245,28.8,14758,,,3,1,2,1,0.9523443045670184,0.5906,High
114,I-40,I-40,378.4,258.6,13.98,25.96,49.25,-0.003,10.7,3.52,160.943,0.406,clastic_sedimentary,61050,27.2,16605,,,3,1,2,1,0.9892080768470595,0.6779,High
115,I-40,I-40,364.3,254.6,14.75,25.96,52.61,0.0299,10.7,3.27,163.286,0.393,clastic_sedimentary,50215,26.8,13457,,,3,1,2,1,0.9864350599277013,0.6696,High
116,I-40,I-40,296.3,236.9,9.69,24.39,35.97,-0.0088,10.5,3.406,168.411,0.486,clastic_sedimentary,52230,27.8,14519,,,3,1,0,1,0.9329673293918349,0.5997,High
117,I-40,I-40,253.5,100.2,6.25,19.96,24.1,-0.0247,10.7,3.867,173.398,0.524,clastic_sedimentary,50858,26.4,13426,,,3,1,0,0,0.23299491328467184,0.2981,Moderate
118,I-40,I-40,257.5,93.7,6.22,15.98,23.43,-0.0146,10.7,4.211,172.584,0.522,clastic_sedimentary,46231,27.2,12574,,,3,1,0,0,0.10609365172089365,0.2494,Low
119,I-40,I-40,261.7,89.2,6.61,15.98,25.55,-0.0413,10.7,4.442,167.422,0.51,carbonate,52388,26.2,13725,,,2,0,0,1,0.728765385657021,0.4538,Moderate
120,I-40,I-40,260.7,91.3,6.05,19.61,22.99,-0.013,10.8,4.637,168.822,0.491,clastic_sedimentary,50887,30.9,15724,,,3,1,0,1,0.7694553337537606,0.4937,Moderate
121,I-40,I-40,268.6,100.7,5.81,13.87,21.65,-0.0093,10.8,4.734,166.081,0.509,clastic_sedimentary,51037,28.1,14341,,,3,1,0,0,0.027008544087491457,0.23,Low
122,I-40,I-40,288.6,103.8,5.64,10.93,20.78,-0.0003,10.8,4.352,165.778,0.495,clastic_sedimentary,44507,27.0,12016,,,3,1,0,0,0.00030303030303030303,0.2082,Low
123,I-40,I-40,296.3,92.1,5.66,11.68,19.97,0.0107,10.7,4.616,167.166,0.438,clastic_sedimentary,53386,28.3,15108,,,3,1,0,0,0.023517316017316017,0.2311,Low
124,I-40,I-40,272.4,111.4,4.05,10.17,15.32,-0.0014,10.5,5.337,168.634,0.455,clastic_sedimentary,42616,27.8,11847,,,3,1,0,0,0.016666666666666666,0.2084,Low
125,I-40,I-40,253.1,96.6,3.78,13.91,14.53,0.0017,10.7,5.438,165.98,0.527,clastic_sedimentary,50253,27.7,13920,,,3,1,0,0,0.006666666666666667,0.2059,Low
126,I-40,I-40,254.9,100.7,5.25,13.91,19.07,0.0102,10.7,4.75,162.501,0.537,carbonate,56411,28.9,16302,,,2,0,0,0,0.0033333333333333335,0.1949,Low
127,I-40,I-40,251.8,102.0,5.72,14.69,21.57,-0.0107,10.7,4.701,168.83,0.533,carbonate,44196,29.1,12861,,,2,0,0,0,0.006794258373205742,0.1864,Low
128,I-40,I-40,276.2,131.7,6.49,15.43,23.45,0.0087,10.8,5.183,172.625,0.506,carbonate,45825,27.2,12464,,,2,0,0,0,0.15513030608234832,0.2556,Moderate
129,I-40,I-40,297.0,108.9,6.68,13.4,23.1,0.0218,10.8,4.774,168.293,0.414,carbonate,48382,27.1,13111,,,2,0,0,1,0.6946995346728573,0.4468,Moderate
130,I-40,I-40,269.0,116.5,4.06,10.77,15.32,0.0054,10.7,4.625,166.288,0.413,carbonate,46066,27.6,12714,,,2,0,0,0,0.006666666666666667,0.1803,Low
131,I-40,I-40,246.9,52.0,3.35,14.94,13.64,-0.0217,10.4,4.149,165.971,0.473,carbonate,42045,24.5,10301,,,2,0,0,0,0.0,0.1472,Low
132,I-40,I-40,257.8,90.9,4.44,16.08,17.36,-0.0177,10.5,3.617,162.955,0.491,carbonate,48263,25.7,12403,,,2,0,0,0,0.01644144144144144,0.1728,Low
133,I-40,I-40,281.3,95.6,5.57,13.66,20.36,0.0087,10.8,3.584,158.49,0.421,carbonate,43920,30.1,13219,,,2,0,0,0,0.00030303030303030303,0.1794,Low
134,I-40,I-40,284.3,83.9,4.67,12.58,17.45,-0.001,10.7,4.295,153.899,0.398,carbonate,49818,30.5,15194,,,2,0,0,0,0.0,0.1838,Low
135,I-40,I-40,283.5,83.9,4.15,10.18,15.23,0.0024,10.8,5.215,151.171,0.444,carbonate,44469,27.6,12273,,,2,0,0,0,0.0033333333333333335,0.1749,Low
136,I-40,I-40,299.0,105.0,4.84,10.18,17.29,0.0172,11.1,5.611,167.68,0.42,carbonate,53951,28.9,15591,,,2,0,0,0,0.016666666666666666,0.2066,Low
137,I-40,I-40,296.7,101.6,4.81,11.37,18.03,0.0081,10.7,5.502,177.478,0.452,carbonate,44992,28.5,12822,,,2,0,0,0,0.0033333333333333335,0.1877,Low
138,I-40,I-40,302.1,74.6,4.53,11.37,16.67,-0.002,10.3,5.378,180.356,0.492,carbonate,46763,32.6,15244,,,2,0,2,0,0.006666666666666667,0.1833,Low
139,I-40,I-40,312.0,74.9,4.9,10.57,17.48,0.0082,10.5,4.976,175.892,0.404,carbonate,51123,29.7,15183,,,2,0,2,0,0.013333333333333334,0.1942,Low
140,I-40,I-40,296.8,99.8,5.23,10.86,18.59,0.0024,10.5,3.657,159.45,0.386,carbonate,43273,27.8,12029,,,2,0,0,0,0.0,0.1763,Low
141,I-40,I-40,278.7,97.8,5.62,13.97,20.76,0.0196,10.7,2.656,147.41,0.422,carbonate,48873,26.6,13000,,,2,0,0,0,0.003636363636363636,0.1781,Low
142,I-40,I-40,276.5,99.5,6.14,13.97,22.66,0.0088,11.0,2.978,153.834,0.409,carbonate,53019,25.6,13572,,,2,0,0,0,0.0756959706959707,0.2161,Low
143,I-40,I-40,266.7,99.5,4.71,12.38,16.43,0.0036,21.6,3.412,164.589,0.366,carbonate,37470,28.3,10604,,,2,0,0,0,0.0,0.1634,Low
144,I-40,I-40,248.8,31.3,2.36,7.87,9.88,-0.0082,43.2,3.366,165.472,0.341,carbonate,43635,26.9,11737,,,2,0,0,0,0.0,0.1396,Low
145,I-40,I-40,254.3,46.5,3.28,7.71,11.67,-0.0023,34.7,3.132,170.696,0.351,carbonate,43893,25.9,11368,,,2,0,0,0,0.0,0.1464,Low
146,I-40,I-40,262.8,60.1,4.3,7.71,14.73,0.0011,18.7,2.748,180.897,0.418,carbonate,45689,27.0,12336,,,2,0,0,0,0.0,0.1537,Low
147,I-40,I-40,258.5,57.5,3.45,7.37,13.49,0.0032,21.3,2.951,181.869,0.438,carbonate,38744,26.4,10228,,,2,0,0,0,0.0,0.1387,Low
148,I-40,I-40,258.2,64.4,4.17,13.68,15.35,-0.0128,18.7,4.005,178.362,0.377,carbonate,38457,30.5,11729,,,2,0,0,0,0.0033333333333333335,0.1611,Low
149,I-40,I-40,272.6,76.3,5.18,13.68,18.32,-0.0139,10.7,-3.318,169.261,0.407,carbonate,44795,29.3,13124,,,2,0,0,0,0.0033333333333333335,0.1722,Low
150,I-40,I-40,289.8,75.5,4.05,11.59,14.52,0.0065,10.8,,,,carbonate,44021,28.0,12325,,,2,0,0,0,0.0,0.0969,Low
151,I-40,I-40,301.7,64.4,2.89,7.92,10.65,0.0072,10.8,,,,carbonate,43861,30.2,13246,,,2,0,2,0,0.0,0.0856,Low
152,I-40,I-40,304.3,43.9,2.4,5.92,9.74,-0.0062,10.7,,,,carbonate,44191,28.1,12417,,,2,0,2,0,0.0,0.0774,Low
153,I-40,I-40,315.6,106.4,3.83,11.71,14.02,-0.0094,10.8,,,,carbonate,40660,26.7,10856,,,2,0,2,0,0.0,0.0951,Low
154,I-40,I-40,336.6,99.9,4.71,11.71,16.35,0.0116,10.7,,,,carbonate,43798,30.3,13270,,,2,0,2,0,0.0,0.108,Low
155,I-40,I-40,338.8,59.6,3.78,7.77,13.67,-0.0031,11.1,,,,carbonate,44008,28.8,12674,,,2,0,2,0,0.0,0.0924,Low
156,I-40,I-40,322.0,74.9,2.67,7.4,10.58,-0.0049,11.0,,,,carbonate,40542,26.4,10703,,,2,0,2,0,0.0,0.0793,Low
157,I-40,I-40,312.1,50.3,2.73,8.18,10.37,-0.0161,10.7,,,,carbonate,49418,27.7,13688,,,2,0,2,0,0.0,0.0872,Low
158,I-40,I-40,325.4,62.6,3.79,11.29,12.32,0.0129,10.5,,,,carbonate,44629,26.7,11915,,,2,0,2,0,0.0,0.0906,Low
159,I-40,I-40,333.7,49.7,3.46,11.29,11.03,0.0165,10.5,,,,carbonate,38901,25.9,10075,,,2,0,2,0,0.0,0.0777,Low
160,I-40,I-40,324.9,59.2,2.6,6.46,8.77,0.0112,10.5,,,,carbonate,45258,29.4,13305,,,2,0,2,0,0.0,0.0822,Low
161,I-40,I-40,310.8,50.3,2.0,3.88,7.43,0.0029,10.7,,,,carbonate,39647,30.9,12250,,,2,0,2,0,0.0,0.0697,Low
162,I-40,I-40,302.5,32.4,1.7,3.52,6.41,-0.0005,11.0,,,,carbonate,45707,25.9,11838,,,2,0,2,0,0.0,0.0681,Low
163,I-40,I-40,298.7,28.3,1.72,3.52,6.29,0.0034,11.0,,,,carbonate,46985,28.8,13531,,,2,0,0,0,0.0,0.0711,Low
164,I-40,I-40,294.2,34.1,2.25,4.54,7.4,0.0012,10.7,,,,carbonate,40176,27.0,10847,,,2,0,0,0,0.0,0.0665,Low
165,I-40,I-40,296.5,41.9,2.64,4.57,8.54,0.0063,10.7,,,,carbonate,46314,27.3,12643,,,2,0,0,0,0.0,0.079,Low
166,I-40,I-40,302.1,36.7,2.36,4.57,8.03,-0.0008,10.8,,,,carbonate,42353,27.1,11477,,,2,0,2,0,0.0,0.071,Low
167,I-40,I-40,305.0,34.8,2.37,4.96,7.97,-0.0002,10.7,,,,carbonate,43696,26.7,11666,,,2,0,2,0,0.0,0.0721,Low
168,I-40,I-40,301.2,44.1,2.48,5.66,8.28,-0.0044,10.8,,,,carbonate,47221,28.1,13269,,,2,0,2,0,0.0,0.08,Low
169,I-40,I-40,292.1,50.1,2.72,5.86,9.2,-0.0034,10.8,,,,carbonate,40195,26.8,10772,,,2,0,0,0,0.0,0.0737,Low
170,I-40,I-40,283.5,47.4,3.0,7.05,9.79,0.0084,10.7,,,,carbonate,38527,28.4,10941,,,2,0,0,0,0.0,0.0744,Low
171,I-40,I-40,276.9,58.5,2.86,8.67,10.24,0.0101,10.8,,,,carbonate,38082,27.9,10624,,,2,0,0,0,0.0,0.0752,Low
172,I-40,I-40,272.8,70.7,3.66,10.32,12.9,0.0031,10.7,,,,carbonate,38324,27.6,10577,,,2,0,0,0,0.0,0.0847,Low
173,I-40,I-40,268.3,70.7,4.16,10.32,13.88,0.0112,14.7,,,,carbonate,40747,26.6,10838,,,2,0,0,0,0.0,0.0909,Low
174,I-40,I-40,258.3,52.1,3.26,9.55,11.84,-0.0043,21.3,,,,carbonate,42118,27.1,11413,,,2,0,0,0,0.0,0.0826,Low
175,I-40,I-40,260.4,59.8,4.04,11.57,14.18,-0.0041,23.3,,,,carbonate,41907,29.1,12194,,,2,0,0,0,0.0,0.092,Low
176,I-40,I-40,265.6,70.8,5.16,12.47,17.73,-0.0084,16.7,,,,carbonate,43713,28.8,12589,,,2,0,0,0,0.0,0.1061,Low
177,I-40,I-40,274.5,79.1,5.26,12.47,18.85,0.0043,10.5,,,,carbonate,41042,26.5,10876,,,2,0,0,0,0.0,0.1044,Low
178,I-40,I-40,279.7,75.1,3.56,8.05,13.88,0.0007,10.5,,,,carbonate,45767,28.1,12860,,,2,0,0,0,0.0,0.0956,Low
179,I-40,I-40,279.9,55.7,2.28,7.68,8.74,-0.0058,10.8,,,,carbonate,40131,29.1,11678,,,2,0,0,0,0.0,0.0731,Low
180,I-40,I-40,282.8,55.5,2.12,6.52,8.04,0.0022,10.7,,,,carbonate,49922,25.5,12730,,,2,0,0,0,0.0,0.0808,Low
181,I-40,I-40,296.5,72.8,3.57,8.26,12.36,0.019,10.8,,,,carbonate,43052,28.8,12398,,,2,0,0,0,0.0033333333333333335,0.0918,Low
182,I-40,I-40,297.9,69.3,3.77,8.72,13.16,0.0013,10.7,,,,carbonate,38188,27.0,10310,,,2,0,0,0,0.0,0.0849,Low
183,I-40,I-40,289.9,53.3,2.3,8.72,8.52,-0.0083,10.8,,,,carbonate,37487,28.9,10833,,,2,0,0,0,0.0,0.0691,Low
184,I-40,I-40,289.1,17.1,1.32,3.24,5.01,0.0001,10.4,,,,carbonate,42582,26.9,11454,,,2,0,0,0,0.0,0.0588,Low
185,I-40,I-40,294.1,37.3,1.69,8.99,7.36,-0.0055,10.5,,,,carbonate,40267,25.3,10187,,,2,0,0,0,0.0,0.063,Low
186,I-40,I-40,310.8,83.5,3.78,11.83,14.12,-0.0045,11.0,,,,carbonate,43341,25.6,11095,,,2,0,2,0,0.0,0.0937,Low
